work_year,job_title,job_category,currency,salary,salary_dollar_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_euro,cost_of_living_index,salary_adjusted_coli
2023,Data Engineer,Data Engineering,USD,232000,232000,United States,Senior,Full-time,In-person,United States,M,213440.0,100.0,232000.0
2023,Data Scientist,Data Science and Research,USD,277300,277300,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,255116.0,82.7,335308.34
2023,Data Scientist,Data Science and Research,USD,213300,213300,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,196236.0,82.7,257920.19
2023,Data Engineer,Data Engineering,USD,209000,209000,United States,Senior,Full-time,In-person,United States,M,192280.0,100.0,209000.0
2023,Data Scientist,Data Science and Research,USD,184250,184250,United States,Senior,Full-time,In-person,United States,M,169510.0,100.0,184250.0
2023,Data Scientist,Data Science and Research,USD,167500,167500,United States,Senior,Full-time,In-person,United States,M,154100.0,100.0,167500.0
2023,Data Engineer,Data Engineering,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M,78200.0,100.0,85000.0
2023,Computer Vision Engineer,Machine Learning and AI,GBP,90000,110736,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,101877.12,82.7,133900.85
2023,Computer Vision Engineer,Machine Learning and AI,GBP,75000,92280,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,84897.6,82.7,111584.04
2023,Data Analyst,Data Analysis,USD,154440,154440,United States,Senior,Full-time,In-person,United States,M,142084.8,100.0,154440.0
2023,Data Analyst,Data Analysis,USD,68550,68550,United States,Senior,Full-time,In-person,United States,M,63066.0,100.0,68550.0
2023,Data Analyst,Data Analysis,USD,90000,90000,United States,Entry-level,Full-time,In-person,United States,M,82800.0,100.0,90000.0
2023,Data Analyst,Data Analysis,USD,60000,60000,United States,Entry-level,Full-time,In-person,United States,M,55200.0,100.0,60000.0
2023,Data Engineer,Data Engineering,USD,226600,226600,United States,Senior,Full-time,In-person,United States,M,208472.0,100.0,226600.0
2023,Data Engineer,Data Engineering,USD,140100,140100,United States,Senior,Full-time,In-person,United States,M,128892.0,100.0,140100.0
2023,Data Analyst,Data Analysis,GBP,40000,49216,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M,45278.72,82.7,59511.49
2023,Data Analyst,Data Analysis,GBP,34000,41833,United Kingdom,Entry-level,Full-time,In-person,United Kingdom,M,38486.36,82.7,50584.04
2023,Data Architect,Data Architecture and Modeling,USD,80000,80000,United States,Senior,Full-time,In-person,United States,M,73600.0,100.0,80000.0
2023,Data Architect,Data Architecture and Modeling,USD,52500,52500,United States,Senior,Full-time,In-person,United States,M,48300.0,100.0,52500.0
2023,Research Engineer,Data Science and Research,USD,253000,253000,United States,Senior,Full-time,Remote,United States,M,232760.0,100.0,253000.0
2023,Research Engineer,Data Science and Research,USD,156400,156400,United States,Senior,Full-time,Remote,United States,M,143888.0,100.0,156400.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,235000,235000,United States,Senior,Full-time,In-person,United States,M,216200.0,100.0,235000.0
2023,Data Analyst,Data Analysis,USD,223100,223100,United States,Senior,Full-time,In-person,United States,L,205252.0,100.0,223100.0
2023,Data Analyst,Data Analysis,USD,114700,114700,United States,Senior,Full-time,In-person,United States,L,105524.0,100.0,114700.0
2023,Data Analyst,Data Analysis,USD,172800,172800,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,158976.0,82.7,208948.0
2023,Data Analyst,Data Analysis,USD,110000,110000,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,101200.0,82.7,133010.88
2023,Data Engineer,Data Engineering,USD,152375,152375,United States,Mid-level,Full-time,Remote,United States,M,140185.0,100.0,152375.0
2023,Data Engineer,Data Engineering,USD,94000,94000,United States,Mid-level,Full-time,Remote,United States,M,86480.0,100.0,94000.0
2023,Data Engineer,Data Engineering,USD,183000,183000,Canada,Senior,Full-time,In-person,Canada,M,168360.0,79.3,230769.23
2023,Data Engineer,Data Engineering,USD,125000,125000,Canada,Senior,Full-time,In-person,Canada,M,115000.0,79.3,157629.26
2023,Data Analyst,Data Analysis,USD,120350,120350,United States,Senior,Full-time,In-person,United States,M,110722.0,100.0,120350.0
2023,Data Analyst,Data Analysis,USD,74400,74400,United States,Senior,Full-time,In-person,United States,M,68448.0,100.0,74400.0
2023,Data Analyst,Data Analysis,USD,134000,134000,United States,Senior,Full-time,Remote,United States,M,123280.0,100.0,134000.0
2023,Data Engineer,Data Engineering,EUR,52800,57007,Estonia,Senior,Full-time,In-person,Estonia,M,52446.44,63.4,89916.4
2023,Data Engineer,Data Engineering,EUR,40800,44051,Estonia,Senior,Full-time,In-person,Estonia,M,40526.92,63.4,69481.07
2023,Data Engineer,Data Engineering,USD,258750,258750,United States,Senior,Full-time,Remote,United States,M,238050.0,100.0,258750.0
2023,Data Engineer,Data Engineering,USD,172500,172500,United States,Senior,Full-time,Remote,United States,M,158700.0,100.0,172500.0
2023,Data Engineer,Data Engineering,USD,220000,220000,United States,Executive,Full-time,In-person,United States,M,202400.0,100.0,220000.0
2023,Data Engineer,Data Engineering,USD,150000,150000,United States,Executive,Full-time,In-person,United States,M,138000.0,100.0,150000.0
2023,Data Engineer,Data Engineering,USD,109528,109528,United States,Senior,Full-time,In-person,United States,M,100765.76,100.0,109528.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,287500,287500,Australia,Mid-level,Full-time,In-person,Australia,M,264500.0,76.8,374348.96
2023,Machine Learning Engineer,Machine Learning and AI,USD,207500,207500,Australia,Mid-level,Full-time,In-person,Australia,M,190900.0,76.8,270182.29
2023,Data Analyst,Data Analysis,USD,134200,134200,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,123464.0,82.7,162273.28
2023,Data Analyst,Data Analysis,USD,103200,103200,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,94944.0,82.7,124788.39
2023,Principal Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,Remote,United States,L,147200.0,100.0,160000.0
2023,Data Analyst,Data Analysis,USD,93919,93919,United States,Senior,Full-time,In-person,United States,M,86405.48,100.0,93919.0
2023,Data Architect,Data Architecture and Modeling,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,165600.0,100.0,180000.0
2023,Data Analyst,Data Analysis,USD,186600,186600,United States,Senior,Full-time,Remote,United States,M,171672.0,100.0,186600.0
2023,Data Analyst,Data Analysis,USD,119800,119800,United States,Senior,Full-time,Remote,United States,M,110216.0,100.0,119800.0
2023,Data Architect,Data Architecture and Modeling,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2023,ML Engineer,Machine Learning and AI,USD,383910,383910,United States,Senior,Full-time,In-person,United States,M,353197.2,100.0,383910.0
2023,ML Engineer,Machine Learning and AI,USD,315850,315850,United States,Senior,Full-time,In-person,United States,M,290582.0,100.0,315850.0
2023,Applied Scientist,Data Science and Research,USD,198000,198000,United States,Mid-level,Full-time,Remote,United States,M,182160.0,100.0,198000.0
2023,Applied Scientist,Data Science and Research,USD,132000,132000,United States,Mid-level,Full-time,Remote,United States,M,121440.0,100.0,132000.0
2023,Data Scientist,Data Science and Research,USD,141600,141600,United States,Mid-level,Full-time,Remote,United States,M,130272.0,100.0,141600.0
2023,Data Scientist,Data Science and Research,USD,94400,94400,United States,Mid-level,Full-time,Remote,United States,M,86848.0,100.0,94400.0
2023,Data Scientist,Data Science and Research,USD,209450,209450,United States,Senior,Full-time,Remote,United States,M,192694.0,100.0,209450.0
2023,Data Scientist,Data Science and Research,USD,167560,167560,United States,Senior,Full-time,Remote,United States,M,154155.2,100.0,167560.0
2021,Staff Machine Learning Engineer,Machine Learning and AI,USD,185000,185000,United States,Senior,Full-time,Hybrid,United States,M,170200.0,100.0,185000.0
2020,Staff Data Scientist,Data Science and Research,USD,164000,164000,United States,Senior,Full-time,Hybrid,United States,M,150880.0,100.0,164000.0
2023,Data Engineer,Data Engineering,USD,80000,80000,United States,Entry-level,Full-time,In-person,United States,M,73600.0,100.0,80000.0
2023,Data Engineer,Data Engineering,USD,52500,52500,United States,Entry-level,Full-time,In-person,United States,M,48300.0,100.0,52500.0
2023,Data Scientist,Data Science and Research,USD,238000,238000,United States,Senior,Full-time,In-person,United States,M,218960.0,100.0,238000.0
2023,Data Scientist,Data Science and Research,USD,149500,149500,United States,Senior,Full-time,In-person,United States,M,137540.0,100.0,149500.0
2023,Data Engineer,Data Engineering,USD,186600,186600,United States,Senior,Full-time,Remote,United States,M,171672.0,100.0,186600.0
2023,Data Engineer,Data Engineering,USD,116500,116500,United States,Senior,Full-time,Remote,United States,M,107180.0,100.0,116500.0
2023,Data Engineer,Data Engineering,GBP,50000,61520,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,56598.4,82.7,74389.36
2023,Applied Scientist,Data Science and Research,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M,161000.0,100.0,175000.0
2023,Applied Scientist,Data Science and Research,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M,133400.0,100.0,145000.0
2023,Data Analyst,Data Analysis,USD,195000,195000,United States,Senior,Full-time,In-person,United States,M,179400.0,100.0,195000.0
2023,Research Scientist,Data Science and Research,USD,220000,220000,United States,Mid-level,Full-time,Remote,United States,M,202400.0,100.0,220000.0
2023,Research Scientist,Data Science and Research,USD,190000,190000,United States,Mid-level,Full-time,Remote,United States,M,174800.0,100.0,190000.0
2023,Machine Learning Engineer,Machine Learning and AI,EUR,105000,113366,Germany,Senior,Full-time,Hybrid,Germany,L,104296.72,78.5,144415.29
2023,Consultant Data Engineer,Data Engineering,CAD,160000,118539,Canada,Senior,Contract,Remote,Canada,L,109055.88,79.3,149481.72
2023,Data Analyst,Data Analysis,GBP,70000,86128,United Kingdom,Mid-level,Full-time,Hybrid,United Kingdom,L,79237.76,82.7,104145.1
2023,Machine Learning Engineer,Machine Learning and AI,USD,146000,146000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,134320.0,82.7,176541.72
2023,Machine Learning Engineer,Machine Learning and AI,USD,97400,97400,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,89608.0,82.7,117775.09
2023,Data Analyst,Data Analysis,CAD,55000,40747,Canada,Entry-level,Full-time,In-person,Canada,L,37487.24,79.3,51383.35
2023,Data Engineer,Data Engineering,USD,166364,166364,United States,Senior,Full-time,In-person,United States,M,153054.88,100.0,166364.0
2023,Data Engineer,Data Engineering,USD,116455,116455,United States,Senior,Full-time,In-person,United States,M,107138.6,100.0,116455.0
2023,Business Intelligence Analyst,BI and Visualization,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M,133400.0,100.0,145000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,125000,125000,United States,Senior,Full-time,In-person,United States,M,115000.0,100.0,125000.0
2023,Data Engineer,Data Engineering,USD,76000,76000,United States,Mid-level,Full-time,Remote,United States,M,69920.0,100.0,76000.0
2023,Data Analyst,Data Analysis,USD,131000,131000,United States,Senior,Full-time,In-person,United States,M,120520.0,100.0,131000.0
2023,Data Scientist,Data Science and Research,USD,222000,222000,United States,Senior,Full-time,Remote,United States,M,204240.0,100.0,222000.0
2023,Data Scientist,Data Science and Research,USD,166500,166500,United States,Senior,Full-time,Remote,United States,M,153180.0,100.0,166500.0
2023,Data Engineer,Data Engineering,USD,205600,205600,United States,Senior,Full-time,Remote,United States,M,189152.0,100.0,205600.0
2023,Data Engineer,Data Engineering,USD,105700,105700,United States,Senior,Full-time,Remote,United States,M,97244.0,100.0,105700.0
2023,Business Intelligence Developer,BI and Visualization,USD,138000,138000,United States,Senior,Full-time,In-person,United States,M,126960.0,100.0,138000.0
2023,Business Intelligence Developer,BI and Visualization,USD,67000,67000,United States,Senior,Full-time,In-person,United States,M,61640.0,100.0,67000.0
2023,Research Engineer,Data Science and Research,USD,211200,211200,United States,Senior,Full-time,In-person,United States,M,194304.0,100.0,211200.0
2023,Data Analyst,Data Analysis,USD,230000,230000,United States,Senior,Full-time,Remote,United States,M,211600.0,100.0,230000.0
2023,Data Analyst,Data Analysis,USD,60000,60000,United States,Mid-level,Full-time,Remote,United States,M,55200.0,100.0,60000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,165600.0,100.0,180000.0
2023,BI Analyst,BI and Visualization,TRY,360000,18381,Turkey,Senior,Full-time,Remote,Turkey,L,16910.52,30.9,59485.44
2023,Research Scientist,Data Science and Research,USD,200000,200000,United States,Entry-level,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2023,Research Scientist,Data Science and Research,USD,120000,120000,United States,Entry-level,Full-time,Remote,United States,M,110400.0,100.0,120000.0
2023,Data Scientist,Data Science and Research,USD,126500,126500,United States,Executive,Full-time,Remote,United States,M,116380.0,100.0,126500.0
2023,Data Scientist,Data Science and Research,USD,78000,78000,United States,Executive,Full-time,Remote,United States,M,71760.0,100.0,78000.0
2023,Data Scientist,Data Science and Research,USD,157750,157750,United States,Senior,Full-time,In-person,United States,M,145130.0,100.0,157750.0
2023,Data Scientist,Data Science and Research,USD,104650,104650,United States,Senior,Full-time,In-person,United States,M,96278.0,100.0,104650.0
2023,Data Scientist,Data Science and Research,USD,133000,133000,United States,Senior,Full-time,Remote,United States,M,122360.0,100.0,133000.0
2023,Machine Learning Specialist,Machine Learning and AI,USD,70000,70000,France,Mid-level,Full-time,Remote,France,M,64400.0,79.8,87719.3
2023,Machine Learning Specialist,Machine Learning and AI,USD,40000,40000,France,Mid-level,Full-time,Remote,France,M,36800.0,79.8,50125.31
2023,Research Scientist,Data Science and Research,USD,190000,190000,United States,Mid-level,Full-time,In-person,United States,M,174800.0,100.0,190000.0
2023,Research Scientist,Data Science and Research,USD,158080,158080,United States,Mid-level,Full-time,In-person,United States,M,145433.6,100.0,158080.0
